file,bucket,domain,disposition,phase_refs,action,confidence,rationale,dependency_graph
scripts/analyze_test_failures.py,scripts/analyze_test_failures.py,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/analyze_test_failures.py"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/_root""}"
scripts/analyze_test_quality.py,scripts/analyze_test_quality.py,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/analyze_test_quality.py"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/_root""}"
scripts/analyze_unused_imports.py,scripts/analyze_unused_imports.py,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/analyze_unused_imports.py"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/_root""}"
scripts/android_build_fix.sh,scripts/android_build_fix.sh,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/android_build_fix.sh"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/_root""}"
scripts/android_version_manager.sh,scripts/android_version_manager.sh,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/android_version_manager.sh"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/_root""}"
scripts/audit_test_headers.sh,scripts/audit_test_headers.sh,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/audit_test_headers.sh"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/_root""}"
scripts/autopilot/README.md,scripts/autopilot/README.md,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/autopilot/README.md"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/autopilot""}"
scripts/autopilot/config.json,scripts/autopilot/config.json,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/autopilot/config.json"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/autopilot""}"
scripts/autopilot/hitl/README.md,scripts/autopilot/hitl,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/autopilot/hitl/README.md"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/autopilot""}"
scripts/autopilot/hitl/open/.gitkeep,scripts/autopilot/hitl,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/autopilot/hitl/open/.gitkeep"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/autopilot""}"
scripts/autopilot/hitl/resolved/.gitkeep,scripts/autopilot/hitl,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/autopilot/hitl/resolved/.gitkeep"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/autopilot""}"
scripts/autopilot/milestones/README.md,scripts/autopilot/milestones,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/autopilot/milestones/README.md"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/autopilot""}"
scripts/autopilot/orchestrator.py,scripts/autopilot/orchestrator.py,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/autopilot/orchestrator.py"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/autopilot""}"
scripts/autopilot/queue/blocked_queue.json,scripts/autopilot/queue,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/autopilot/queue/blocked_queue.json"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/autopilot""}"
scripts/autopilot/queue/milestones_queue.json,scripts/autopilot/queue,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/autopilot/queue/milestones_queue.json"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/autopilot""}"
scripts/autopilot/queue/run_ledger.jsonl,scripts/autopilot/queue,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/autopilot/queue/run_ledger.jsonl"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/autopilot""}"
scripts/autopilot/run.sh,scripts/autopilot/run.sh,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/autopilot/run.sh"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/autopilot""}"
scripts/autopilot/snapshots/.gitkeep,scripts/autopilot/snapshots,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/autopilot/snapshots/.gitkeep"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/autopilot""}"
scripts/autopilot/state/runtime_state.json,scripts/autopilot/state,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/autopilot/state/runtime_state.json"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/autopilot""}"
scripts/autopilot/templates/escalation_template.md,scripts/autopilot/templates,tooling-ops,keep_review,"10.2,methodology",keep+review,medium,Scripts aid migration/validation; review stale one-offs before long-term retention.,"{""change_class"":""keep_review"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for tooling-ops"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:tooling-ops"",""node_id"":""file:scripts/autopilot/templates/escalation_template.md"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""10.2"",""methodology""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:scripts/autopilot""}"
