file,bucket,domain,disposition,phase_refs,action,confidence,rationale,dependency_graph
android/app/src/main/res/drawable/launch_background.xml,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/drawable/launch_background.xml"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/drawable/notification_action_background.xml,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/drawable/notification_action_background.xml"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/mipmap-anydpi-v26/ic_launcher_round.xml,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/mipmap-anydpi-v26/ic_launcher_round.xml"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/mipmap-hdpi/ic_launcher.png,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/mipmap-hdpi/ic_launcher.png"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/mipmap-hdpi/ic_launcher_round.png,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/mipmap-hdpi/ic_launcher_round.png"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/mipmap-mdpi/ic_launcher.png,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/mipmap-mdpi/ic_launcher.png"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/mipmap-mdpi/ic_launcher_round.png,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/mipmap-mdpi/ic_launcher_round.png"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/mipmap-xhdpi/ic_launcher.png,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/mipmap-xhdpi/ic_launcher.png"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/mipmap-xhdpi/ic_launcher_round.png,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/mipmap-xhdpi/ic_launcher_round.png"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/mipmap-xxhdpi/ic_launcher.png,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/mipmap-xxhdpi/ic_launcher.png"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/mipmap-xxhdpi/ic_launcher_round.png,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/mipmap-xxhdpi/ic_launcher_round.png"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_round.png,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_round.png"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/values/colors.xml,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/values/colors.xml"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/values/strings.xml,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/values/strings.xml"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/values/styles.xml,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/values/styles.xml"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/app/src/main/res/xml/flutter_share_file_paths.xml,android/app,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/app/src/main/res/xml/flutter_share_file_paths.xml"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/app""}"
android/build.gradle,android/build.gradle,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/build.gradle"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/build.gradle""}"
android/dependencies.txt,android/dependencies.txt,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/dependencies.txt"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/dependencies.txt""}"
android/gradle.properties,android/gradle.properties,platform-runtime,keep_update,"7.5,11.2",keep+update,medium,Platform targets remain active with tiered capability and expansion plans.,"{""change_class"":""keep_update"",""change_line"":""steady"",""depends_on"":[],""graph_version"":""v1"",""injections"":{""consumes"":[],""mode"":""none"",""notes"":""deterministic injection contract for platform-runtime"",""provides"":[],""required_validation"":[],""roots"":[""lib/injection_container.dart"",""lib/injection_container_core.dart"",""lib/injection_container_ai.dart"",""lib/injection_container_device_sync.dart""]},""lane"":""steady:platform-runtime"",""node_id"":""file:android/gradle.properties"",""notes"":""strict dependency graph for deterministic move/refactor sequencing"",""order"":0,""phase_refs"":[""7.5"",""11.2""],""required_checks"":[""Execution Board Guard / execution-board-check"",""Architecture Placement Guard / architecture-placement"",""PRD Traceability Guard / traceability""],""spot"":""spot:android/gradle.properties""}"
